lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	is_randomized
eat	eating	Night 6: after sleeping all day and eating some delicious authentic tacos (soft tortilla kind of wraps not hard shells) with a friend of a friend, i was ready to party again.	27357	80	8	('Night', '6', ':', 'after', 'sleeping', 'all', 'day', 'and', 'eating', 'some', 'delicious', 'authentic', 'tacos', '(', 'soft', 'tortilla', 'kind', 'of', 'wraps', 'not', 'hard', 'shells', ')', 'with', 'a', 'friend', 'of', 'a', 'friend', ',', 'i', 'was', 'ready', 'to', 'party', 'again', '.')	False
earn	earns	I don't know what i did to piss off god, but making it throught his movie earns me the right to change my second initial to jesus.	8732	12	18	"('I', 'do', ""n't"", 'know', 'what', 'i', 'did', 'to', 'piss', 'off', 'god', ',', 'but', 'making', 'it', 'throught', 'his', 'movie', 'earns', 'me', 'the', 'right', 'to', 'change', 'my', 'second', 'initial', 'to', 'jesus', '.')"	False
earn	earned	Respect is earned, and i'm sorry	14163	9	2	"('Respect', 'is', 'earned', ',', 'and', 'i', ""'m"", 'sorry')"	False
eat	Ate	Ate out too much.	22133	23	0	('Ate', 'out', 'too', 'much', '.')	False
eat	eating	It seems that the main idea behind it is eating whatever you want - chicken, steaks, a bowl of animal fat - as long as you avoid the carbohydrates.	10261	2	9	('It', 'seems', 'that', 'the', 'main', 'idea', 'behind', 'it', 'is', 'eating', 'whatever', 'you', 'want', '-', 'chicken', ',', 'steaks', ',', 'a', 'bowl', 'of', 'animal', 'fat', '-', 'as', 'long', 'as', 'you', 'avoid', 'the', 'carbohydrates', '.')	False
eat	eat	So i can eat what i want now.	665	15	3	('So', 'i', 'can', 'eat', 'what', 'i', 'want', 'now', '.')	False
eat	eating	By eating a meat-based diet, we participate in this circle of violence.	31958	35	1	('By', 'eating', 'a', 'meat', '-', 'based', 'diet', ',', 'we', 'participate', 'in', 'this', 'circle', 'of', 'violence', '.')	False
earn	earns	One might argue that because a player earns these items or currencies, the player has a vested property right in them.	26212	25	7	('One', 'might', 'argue', 'that', 'because', 'a', 'player', 'earns', 'these', 'items', 'or', 'currencies', ',', 'the', 'player', 'has', 'a', 'vested', 'property', 'right', 'in', 'them', '.')	False
eat	eating	such a great movie...  the last couple nights ive been eating chocolate chips out of the bag.	28678	5	13	('such', 'a', 'great', 'movie', '...', ' ', 'the', 'last', 'couple', 'nights', 'i', 've', 'been', 'eating', 'chocolate', 'chips', 'out', 'of', 'the', 'bag', '.')	False
earn	earn	There is also a affiliate program where you can earn $65 for each referral you get.	23046	13	9	('There', 'is', 'also', 'a', 'affiliate', 'program', 'where', 'you', 'can', 'earn', '$', '65', 'for', 'each', 'referral', 'you', 'get', '.')	False
eat	eating	i mean, if you can control things like immunity, health, and general well being with merely takign care of your body and eating right, why not do it?!	15175	48	25	('i', 'mean', ',', 'if', 'you', 'can', 'control', 'things', 'like', 'immunity', ',', 'health', ',', 'and', 'general', 'well', 'being', 'with', 'merely', 'takign', 'care', 'of', 'your', 'body', 'and', 'eating', 'right', ',', 'why', 'not', 'do', 'it', '?', '!')	False
eat	eating	That is fitting, as it seems every bird-eating insect from that region is in town, and wants to get to the 'home away from home' in your wardrobe-enclosed biosphere.	22719	17	10	"('That', 'is', 'fitting', ',', 'as', 'it', 'seems', 'every', 'bird', '-', 'eating', 'insect', 'from', 'that', 'region', 'is', 'in', 'town', ',', 'and', 'wants', 'to', 'get', 'to', 'the', ""'"", 'home', 'away', 'from', 'home', ""'"", 'in', 'your', 'wardrobe', '-', 'enclosed', 'biosphere', '.')"	False
earn	earn	Here are some excerpts from the print article:  'companies like general motors, aol time warner and marriott earn revenue by piping adult movies into americans' homes and hotel rooms, but you won't see anything about it in their company reports.	17848	2	21	"('Here', 'are', 'some', 'excerpts', 'from', 'the', 'print', 'article', ':', ' ', ""'"", 'companies', 'like', 'general', 'motors', ',', 'aol', 'time', 'warner', 'and', 'marriott', 'earn', 'revenue', 'by', 'piping', 'adult', 'movies', 'into', 'americans', ""'"", 'homes', 'and', 'hotel', 'rooms', ',', 'but', 'you', 'wo', ""n't"", 'see', 'anything', 'about', 'it', 'in', 'their', 'company', 'reports', '.')"	False
eat	ate	I ate three more chomps wondering if maybe i just hadn't had the shit in so long my body needed to build up a tolerance.	32481	23	1	"('I', 'ate', 'three', 'more', 'chomps', 'wondering', 'if', 'maybe', 'i', 'just', 'had', ""n't"", 'had', 'the', 'shit', 'in', 'so', 'long', 'my', 'body', 'needed', 'to', 'build', 'up', 'a', 'tolerance', '.')"	False
eat	eaten	If eaten plutonium is metabolized like calcium.	2	107	1	('If', 'eaten', 'plutonium', 'is', 'metabolized', 'like', 'calcium', '.')	False
eat	eaten	Fortunately, we had eaten a late lunch at wendy's so nobody wanted me to cook supper.	35709	4	4	"('Fortunately', ',', 'we', 'had', 'eaten', 'a', 'late', 'lunch', 'at', 'wendy', ""'s"", 'so', 'nobody', 'wanted', 'me', 'to', 'cook', 'supper', '.')"	False
earn	earn	The team had 240, the score they needed to earn a bonus point as their target and not 301.	15922	10	10	('The', 'team', 'had', '240', ',', 'the', 'score', 'they', 'needed', 'to', 'earn', 'a', 'bonus', 'point', 'as', 'their', 'target', 'and', 'not', '301', '.')	False
eat	eat	and i want to eat it too)...	27484	8	4	('and', 'i', 'want', 'to', 'eat', 'it', 'too', ')', '...')	False
earn	earn	I guess i could try to get a job over christmas break and then pay my parents back with the money i earn then.	20909	28	22	('I', 'guess', 'i', 'could', 'try', 'to', 'get', 'a', 'job', 'over', 'christmas', 'break', 'and', 'then', 'pay', 'my', 'parents', 'back', 'with', 'the', 'money', 'i', 'earn', 'then', '.')	False
earn	earn	Its fee - to be of gold - had nature - in her monstrous house a single ragged child -  to earn a mine - would run that interdicted way, and tell him - charge thee speak it plain -	9135	1	22	('Its', 'fee', '-', 'to', 'be', 'of', 'gold', '-', 'had', 'nature', '-', 'in', 'her', 'monstrous', 'house', 'a', 'single', 'ragged', 'child', '-', ' ', 'to', 'earn', 'a', 'mine', '-', 'would', 'run', 'that', 'interdicted', 'way', ',', 'and', 'tell', 'him', '-', 'charge', 'thee', 'speak', 'it', 'plain', '-')	False
eat	ate	It was around 2:00 after that, and i ate my second meal of the day then.	20941	41	9	('It', 'was', 'around', '2:00', 'after', 'that', ',', 'and', 'i', 'ate', 'my', 'second', 'meal', 'of', 'the', 'day', 'then', '.')	False
eat	eat	Heading for the nearest wh smith i bought a backet of chocolate raisins, and a newspaper (too read, not too eat).	30628	4	23	('Heading', 'for', 'the', 'nearest', 'wh', 'smith', 'i', 'bought', 'a', 'backet', 'of', 'chocolate', 'raisins', ',', 'and', 'a', 'newspaper', '(', 'too', 'read', ',', 'not', 'too', 'eat', ')', '.')	False
earn	earning	The 150,000 soldiers in iraq are not earning $7.4 million per year each.	34914	10	7	('The', '150,000', 'soldiers', 'in', 'iraq', 'are', 'not', 'earning', '$', '7.4', 'million', 'per', 'year', 'each', '.')	False
eat	eating	It seems we all keep coming back, i distinctly remember cursing blog at about this time yesterday for eating my sys, but i guess it's like crack...step on one and god help your mother...or was it the mother of all invention, well good thing either works.	32470	0	19	"('It', 'seems', 'we', 'all', 'keep', 'coming', 'back', ',', 'i', 'distinctly', 'remember', 'cursing', 'blog', 'at', 'about', 'this', 'time', 'yesterday', 'for', 'eating', 'my', 'sys', ',', 'but', 'i', 'guess', 'it', ""'s"", 'like', 'crack', '...', 'step', 'on', 'one', 'and', 'god', 'help', 'your', 'mother', '...', 'or', 'was', 'it', 'the', 'mother', 'of', 'all', 'invention', ',', 'well', 'good', 'thing', 'either', 'works', '.')"	False
earn	earned	News - a million pennies saved, nothing earned :    'los angeles (reuters) -	28418	1	8	"('News', '-', 'a', 'million', 'pennies', 'saved', ',', 'nothing', 'earned', ':', '   ', ""'"", 'los', 'angeles', '(', 'reuters', ')', '-')"	False
eat	eating	The woman eating the ice cream would reply, “why, yes, but that’s okay.	17113	15	2	('The', 'woman', 'eating', 'the', 'ice', 'cream', 'would', 'reply', ',', '“', 'why', ',', 'yes', ',', 'but', 'that', '’s', 'okay', '.')	False
eat	eating	Lazy day   after not doing anything the whole morning and afternoon, except eating, checking the roses in the backyard and more eating, i decided to go for a swim at 8:30.	797	0	14	('Lazy', 'day', '  ', 'after', 'not', 'doing', 'anything', 'the', 'whole', 'morning', 'and', 'afternoon', ',', 'except', 'eating', ',', 'checking', 'the', 'roses', 'in', 'the', 'backyard', 'and', 'more', 'eating', ',', 'i', 'decided', 'to', 'go', 'for', 'a', 'swim', 'at', '8:30', '.')	False
eat	ate	whats happened today and yesterday....  slept ate (pudding and jello pretty much...and it doesnt fill you up too much)  thats about it...alot of tv watching time too...it doesnt sound bad but when u have like 5 stitches through your lip and your nose hurts without anything even touching it and you cant move one fourth of your mouth...not too great haha.	9456	5	9	('what', 's', 'happened', 'today', 'and', 'yesterday', '....', ' ', 'slept', 'ate', '(', 'pudding', 'and', 'jello', 'pretty', 'much', '...', 'and', 'it', 'does', 'nt', 'fill', 'you', 'up', 'too', 'much', ')', ' ', 'that', 's', 'about', 'it', '...', 'alot', 'of', 'tv', 'watching', 'time', 'too', '...', 'it', 'does', 'nt', 'sound', 'bad', 'but', 'when', 'u', 'have', 'like', '5', 'stitches', 'through', 'your', 'lip', 'and', 'your', 'nose', 'hurts', 'without', 'anything', 'even', 'touching', 'it', 'and', 'you', 'ca', 'nt', 'move', 'one', 'fourth', 'of', 'your', 'mouth', '...', 'not', 'too', 'great', 'haha', '.')	False
eat	eat	i damn hungry till wanna vomit lor..after eat le we walked to esplanade..bought hagen dazs ice cream there..super sinful..sure put on weight de..haiya..den we went esplanade rooftop..so cool sia..told them christmas and valentine's day go there again..	122	4	9	"('i', 'damn', 'hungry', 'till', 'wanna', 'vomit', 'lor', '..', 'after', 'eat', 'le', 'we', 'walked', 'to', 'esplanade', '..', 'bought', 'hagen', 'dazs', 'ice', 'cream', 'there', '..', 'super', 'sinful', '..', 'sure', 'put', 'on', 'weight', 'de', '..', 'haiya', '..', 'den', 'we', 'went', 'esplanade', 'rooftop', '..', 'so', 'cool', 'sia', '..', 'told', 'them', 'christmas', 'and', 'valentine', ""'s"", 'day', 'go', 'there', 'again', '..')"	False
eat	ate	the cause is still undetermined...hopefully something bad he ate and nothing wrong with him!	36966	18	10	('the', 'cause', 'is', 'still', 'undetermined', '...', 'hopefully', 'something', 'bad', 'he', 'ate', 'and', 'nothing', 'wrong', 'with', 'him', '!')	False
earn	earn	When we send our young men and women into harm’s way, we have a solemn obligation not to fudge the numbers or shade the truth about why they’re going, to care for their families while they’re gone, to tend to the soldiers upon their return, and to never ever go to war without enough troops to win the war, secure the peace, and earn the respect of the world.	9254	67	72	('When', 'we', 'send', 'our', 'young', 'men', 'and', 'women', 'into', 'harm', '’s', 'way', ',', 'we', 'have', 'a', 'solemn', 'obligation', 'not', 'to', 'fudge', 'the', 'numbers', 'or', 'shade', 'the', 'truth', 'about', 'why', 'they', '’re', 'going', ',', 'to', 'care', 'for', 'their', 'families', 'while', 'they', '’re', 'gone', ',', 'to', 'tend', 'to', 'the', 'soldiers', 'upon', 'their', 'return', ',', 'and', 'to', 'never', 'ever', 'go', 'to', 'war', 'without', 'enough', 'troops', 'to', 'win', 'the', 'war', ',', 'secure', 'the', 'peace', ',', 'and', 'earn', 'the', 'respect', 'of', 'the', 'world', '.')	False
eat	ate	We ate some grilly kind of foods and played some games.	16697	1	1	('We', 'ate', 'some', 'grilly', 'kind', 'of', 'foods', 'and', 'played', 'some', 'games', '.')	False
earn	earning	From what i can tell he has had to work damned hard to get where he is today, earning what he is earning, so he is entitled to 'brag' a bit, not that i've noticed him shouting out 'i've got loads of money and you're all worthelss because you haven't', nor have i ever heard him claim he's better than anyone else because of it.	14201	7	19	"('From', 'what', 'i', 'can', 'tell', 'he', 'has', 'had', 'to', 'work', 'damned', 'hard', 'to', 'get', 'where', 'he', 'is', 'today', ',', 'earning', 'what', 'he', 'is', 'earning', ',', 'so', 'he', 'is', 'entitled', 'to', ""'"", 'brag', ""'"", 'a', 'bit', ',', 'not', 'that', 'i', ""'ve"", 'noticed', 'him', 'shouting', 'out', ""'"", 'i', ""'ve"", 'got', 'loads', 'of', 'money', 'and', 'you', ""'re"", 'all', 'worthelss', 'because', 'you', 'have', ""n't"", ""'"", ',', 'nor', 'have', 'i', 'ever', 'heard', 'him', 'claim', 'he', ""'s"", 'better', 'than', 'anyone', 'else', 'because', 'of', 'it', '.')"	False
earn	earn	We each earn the income we do today because that is the amount we have limited ourselves to earn.	8378	4	18	('We', 'each', 'earn', 'the', 'income', 'we', 'do', 'today', 'because', 'that', 'is', 'the', 'amount', 'we', 'have', 'limited', 'ourselves', 'to', 'earn', '.')	False
earn	earning	Our hosts were professors and were also well paid, earning in some cases more than $20 per month.	18962	6	10	('Our', 'hosts', 'were', 'professors', 'and', 'were', 'also', 'well', 'paid', ',', 'earning', 'in', 'some', 'cases', 'more', 'than', '$', '20', 'per', 'month', '.')	False
eat	eating	I hated eating when i was young.	12371	17	2	('I', 'hated', 'eating', 'when', 'i', 'was', 'young', '.')	False
eat	eating	The rest of the evening was spent talking to gash on the phone (really wasn't worth the time...something about cat scat), eating a crapload of food, and finally getting back to ripping more of my cds.	16390	14	27	"('The', 'rest', 'of', 'the', 'evening', 'was', 'spent', 'talking', 'to', 'gash', 'on', 'the', 'phone', '(', 'really', 'was', ""n't"", 'worth', 'the', 'time', '...', 'something', 'about', 'cat', 'scat', ')', ',', 'eating', 'a', 'crapload', 'of', 'food', ',', 'and', 'finally', 'getting', 'back', 'to', 'ripping', 'more', 'of', 'my', 'cds', '.')"	False
earn	earns	The parent corporation does possess a valid intellectual property right in the in-game money and items that one earns or purchases.	26208	23	20	('The', 'parent', 'corporation', 'does', 'possess', 'a', 'valid', 'intellectual', 'property', 'right', 'in', 'the', 'in', '-', 'game', 'money', 'and', 'items', 'that', 'one', 'earns', 'or', 'purchases', '.')	False
eat	eating	So then 3 days latter,john, was getting pretty fed up of eating pokemon so he went out of the forest and desided to find ash(the star of the t.v series) he found him playing with pikahu on a park bench in the city.	695	10	14	('So', 'then', '3', 'days', 'latter', ',', 'john', ',', 'was', 'getting', 'pretty', 'fed', 'up', 'of', 'eating', 'pokemon', 'so', 'he', 'went', 'out', 'of', 'the', 'forest', 'and', 'desided', 'to', 'find', 'ash(the', 'star', 'of', 'the', 't.v', 'series', ')', 'he', 'found', 'him', 'playing', 'with', 'pikahu', 'on', 'a', 'park', 'bench', 'in', 'the', 'city', '.')	False
eat	ate	My dad made a poem about my turtle (he ate a moth yesterday):	25309	0	10	('My', 'dad', 'made', 'a', 'poem', 'about', 'my', 'turtle', '(', 'he', 'ate', 'a', 'moth', 'yesterday', '):')	False
eat	eat	I used to eat lunch with him every sunday while i was in college.	15834	8	3	('I', 'used', 'to', 'eat', 'lunch', 'with', 'him', 'every', 'sunday', 'while', 'i', 'was', 'in', 'college', '.')	False
earn	earn	To earn their trust is true honour, to earn a woman's trust, complete and utterly, is no easy feat given our capacity for memory.	22239	18	9	"('To', 'earn', 'their', 'trust', 'is', 'true', 'honour', ',', 'to', 'earn', 'a', 'woman', ""'s"", 'trust', ',', 'complete', 'and', 'utterly', ',', 'is', 'no', 'easy', 'feat', 'given', 'our', 'capacity', 'for', 'memory', '.')"	False
earn	earn	2.  favor racial and ethnic groups only in cases where it is needed (don't award the 20 points to the hispanic kid from auburn hills whose parents are surgeons, who went to some fancy private school in detroit, murdered the s.a.t., travelled abroad her sophomore year, and got an infiniti for her sweet 16; instead, save the points for the minority kids who grew up less than priviliged and still finished school and  did well enough  to earn a michigan degree.	6827	56	90	"('2', '.', ' ', 'favor', 'racial', 'and', 'ethnic', 'groups', 'only', 'in', 'cases', 'where', 'it', 'is', 'needed', '(', 'do', ""n't"", 'award', 'the', '20', 'points', 'to', 'the', 'hispanic', 'kid', 'from', 'auburn', 'hills', 'whose', 'parents', 'are', 'surgeons', ',', 'who', 'went', 'to', 'some', 'fancy', 'private', 'school', 'in', 'detroit', ',', 'murdered', 'the', 's.a.t', '.', ',', 'travelled', 'abroad', 'her', 'sophomore', 'year', ',', 'and', 'got', 'an', 'infiniti', 'for', 'her', 'sweet', '16', ';', 'instead', ',', 'save', 'the', 'points', 'for', 'the', 'minority', 'kids', 'who', 'grew', 'up', 'less', 'than', 'priviliged', 'and', 'still', 'finished', 'school', 'and', ' ', 'did', 'well', 'enough', ' ', 'to', 'earn', 'a', 'michigan', 'degree', '.')"	False
