lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	randomized indices	randomized tokenized sentence	randomized token index	is_randomized
eat	eating	Have you been eating the taffy again?	6623	0	3	('Have', 'you', 'been', 'eating', 'the', 'taffy', 'again', '?')	(1, 4, 6, 5, 2, 3, 7, 0)	('you', 'the', 'again', 'taffy', 'been', 'eating', '?', 'Have')	5.0	True
eat	ate	but will saved me from antsy-dom by taking us to get shaved ice and we ate it overwatching the view at lawrence hall of science.	37138	14	17	('but', 'will', 'saved', 'me', 'from', 'antsy', '-', 'dom', 'by', 'taking', 'us', 'to', 'get', 'shaved', 'ice', 'and', 'we', 'ate', 'it', 'overwatching', 'the', 'view', 'at', 'lawrence', 'hall', 'of', 'science', '.')	(25, 2, 4, 7, 19, 11, 24, 27, 8, 3, 16, 26, 21, 12, 14, 1, 18, 10, 9, 6, 23, 22, 15, 20, 13, 5, 17, 0)	('of', 'saved', 'from', 'dom', 'overwatching', 'to', 'hall', '.', 'by', 'me', 'we', 'science', 'view', 'get', 'ice', 'will', 'it', 'us', 'taking', '-', 'lawrence', 'at', 'and', 'the', 'shaved', 'antsy', 'ate', 'but')	26.0	True
eat	eating	Then we went back to ashley's house after eating all the food we bought at wal-mart (pizza, ice cream, goldfish, buttery kettle corn, and candy!	20892	15	9	"('Then', 'we', 'went', 'back', 'to', 'ashley', ""'s"", 'house', 'after', 'eating', 'all', 'the', 'food', 'we', 'bought', 'at', 'wal', '-', 'mart', '(', 'pizza', ',', 'ice', 'cream', ',', 'goldfish', ',', 'buttery', 'kettle', 'corn', ',', 'and', 'candy', '!')"	(13, 6, 21, 27, 24, 33, 30, 25, 28, 7, 31, 5, 1, 12, 26, 8, 23, 22, 4, 15, 16, 17, 20, 14, 29, 10, 3, 19, 32, 9, 0, 2, 18, 11)	"('we', ""'s"", ',', 'buttery', ',', '!', ',', 'goldfish', 'kettle', 'house', 'and', 'ashley', 'we', 'food', ',', 'after', 'cream', 'ice', 'to', 'at', 'wal', '-', 'pizza', 'bought', 'corn', 'all', 'back', '(', 'candy', 'eating', 'Then', 'went', 'mart', 'the')"	29.0	True
eat	ate	Then i just took my leftover chicken from the night before and got the kc masterpiece sauce out and ate that while reading a little of milton’s paradise lost.	23218	27	19	('Then', 'i', 'just', 'took', 'my', 'leftover', 'chicken', 'from', 'the', 'night', 'before', 'and', 'got', 'the', 'kc', 'masterpiece', 'sauce', 'out', 'and', 'ate', 'that', 'while', 'reading', 'a', 'little', 'of', 'milton', '’s', 'paradise', 'lost', '.')	(11, 22, 1, 14, 21, 8, 24, 9, 29, 25, 17, 28, 6, 18, 0, 7, 23, 15, 4, 30, 3, 26, 2, 10, 16, 13, 12, 20, 27, 19, 5)	('and', 'reading', 'i', 'kc', 'while', 'the', 'little', 'night', 'lost', 'of', 'out', 'paradise', 'chicken', 'and', 'Then', 'from', 'a', 'masterpiece', 'my', '.', 'took', 'milton', 'just', 'before', 'sauce', 'the', 'got', 'that', '’s', 'ate', 'leftover')	29.0	True
eat	eating	i decided that keeping major blood occupied with menial tasks would slow the mad cow that was probably eating her brain, so i made her responsible for all the chores that chowder'd been doing.	27587	23	18	"('i', 'decided', 'that', 'keeping', 'major', 'blood', 'occupied', 'with', 'menial', 'tasks', 'would', 'slow', 'the', 'mad', 'cow', 'that', 'was', 'probably', 'eating', 'her', 'brain', ',', 'so', 'i', 'made', 'her', 'responsible', 'for', 'all', 'the', 'chores', 'that', ""chowder'd"", 'been', 'doing', '.')"	(23, 0, 14, 10, 1, 27, 32, 13, 8, 6, 30, 28, 31, 17, 2, 35, 4, 18, 33, 11, 25, 20, 34, 26, 9, 24, 22, 16, 21, 12, 5, 19, 29, 7, 3, 15)	"('i', 'i', 'cow', 'would', 'decided', 'for', ""chowder'd"", 'mad', 'menial', 'occupied', 'chores', 'all', 'that', 'probably', 'that', '.', 'major', 'eating', 'been', 'slow', 'her', 'brain', 'doing', 'responsible', 'tasks', 'made', 'so', 'was', ',', 'the', 'blood', 'her', 'the', 'with', 'keeping', 'that')"	17.0	True
eat	eat	They wont go to waste my granny and my mom and dad will eat them.	21294	2	14	('They', 'wo', 'nt', 'go', 'to', 'waste', 'my', 'granny', 'and', 'my', 'mom', 'and', 'dad', 'will', 'eat', 'them', '.')	(15, 2, 7, 12, 10, 6, 4, 3, 0, 13, 9, 1, 5, 11, 8, 14, 16)	('them', 'nt', 'granny', 'dad', 'mom', 'my', 'to', 'go', 'They', 'will', 'my', 'wo', 'waste', 'and', 'and', 'eat', '.')	15.0	True
eat	eating	Hai~~ hope she felt better after eating bbq stuffs..	27109	15	6	('Hai~~', 'hope', 'she', 'felt', 'better', 'after', 'eating', 'bbq', 'stuffs', '..')	(2, 5, 9, 6, 8, 4, 0, 7, 3, 1)	('she', 'after', '..', 'eating', 'stuffs', 'better', 'Hai~~', 'bbq', 'felt', 'hope')	3.0	True
eat	eating	Nothing like sending some of the best to play a game we invented only to lose to a bunch of pasta-eating paisans!	34115	8	22	('Nothing', 'like', 'sending', 'some', 'of', 'the', 'best', 'to', 'play', 'a', 'game', 'we', 'invented', 'only', 'to', 'lose', 'to', 'a', 'bunch', 'of', 'pasta', '-', 'eating', 'paisans', '!')	(5, 8, 6, 21, 7, 2, 10, 15, 20, 19, 3, 11, 24, 23, 4, 12, 0, 9, 22, 17, 1, 18, 14, 13, 16)	('the', 'play', 'best', '-', 'to', 'sending', 'game', 'lose', 'pasta', 'of', 'some', 'we', '!', 'paisans', 'of', 'invented', 'Nothing', 'a', 'eating', 'a', 'like', 'bunch', 'to', 'only', 'to')	18.0	True
eat	eat	Work, eat, sleep, repeat.	38673	19	2	('Work', ',', 'eat', ',', 'sleep', ',', 'repeat', '.')	(7, 5, 6, 4, 1, 3, 2, 0)	('.', ',', 'repeat', 'sleep', ',', ',', 'eat', 'Work')	6.0	True
eat	eaten	Fortunately, we had eaten a late lunch at wendy's so nobody wanted me to cook supper.	35709	4	4	"('Fortunately', ',', 'we', 'had', 'eaten', 'a', 'late', 'lunch', 'at', 'wendy', ""'s"", 'so', 'nobody', 'wanted', 'me', 'to', 'cook', 'supper', '.')"	(18, 0, 9, 16, 3, 4, 7, 13, 5, 2, 8, 15, 10, 1, 6, 17, 14, 12, 11)	"('.', 'Fortunately', 'wendy', 'cook', 'had', 'eaten', 'lunch', 'wanted', 'a', 'we', 'at', 'to', ""'s"", ',', 'late', 'supper', 'me', 'nobody', 'so')"	5.0	True
eat	ate	I came home and ate in peace because i couldn't take it.	8860	23	4	"('I', 'came', 'home', 'and', 'ate', 'in', 'peace', 'because', 'i', 'could', ""n't"", 'take', 'it', '.')"	(11, 2, 5, 9, 1, 3, 10, 6, 8, 7, 4, 12, 0, 13)	"('take', 'home', 'in', 'could', 'came', 'and', ""n't"", 'peace', 'i', 'because', 'ate', 'it', 'I', '.')"	10.0	True
eat	ate	So i got back home, ate a small lunch, played with my cat for a little while, opened some more windows and then got back on my bike.	16365	8	6	('So', 'i', 'got', 'back', 'home', ',', 'ate', 'a', 'small', 'lunch', ',', 'played', 'with', 'my', 'cat', 'for', 'a', 'little', 'while', ',', 'opened', 'some', 'more', 'windows', 'and', 'then', 'got', 'back', 'on', 'my', 'bike', '.')	(14, 17, 30, 5, 4, 15, 22, 18, 12, 16, 20, 11, 10, 31, 27, 26, 25, 2, 29, 7, 0, 19, 13, 21, 1, 3, 24, 23, 28, 6, 8, 9)	('cat', 'little', 'bike', ',', 'home', 'for', 'more', 'while', 'with', 'a', 'opened', 'played', ',', '.', 'back', 'got', 'then', 'got', 'my', 'a', 'So', ',', 'my', 'some', 'i', 'back', 'and', 'windows', 'on', 'ate', 'small', 'lunch')	29.0	True
eat	eat	if there's crab, i will not eat it unless someone cracks it for me.	12933	11	8	"('if', 'there', ""'s"", 'crab', ',', 'i', 'will', 'not', 'eat', 'it', 'unless', 'someone', 'cracks', 'it', 'for', 'me', '.')"	(0, 6, 7, 8, 4, 1, 2, 14, 10, 12, 5, 15, 11, 13, 3, 9, 16)	"('if', 'will', 'not', 'eat', ',', 'there', ""'s"", 'for', 'unless', 'cracks', 'i', 'me', 'someone', 'it', 'crab', 'it', '.')"	3.0	True
eat	eat	I'm glad you asked: american airlines' inflight magazine runs a regular feature where a celebrity will talk about their favorite city and what they like to do there, where they like to eat and stay.	28090	4	36	"('I', ""'m"", 'glad', 'you', 'asked', ':', 'american', 'airlines', ""'"", 'inflight', 'magazine', 'runs', 'a', 'regular', 'feature', 'where', 'a', 'celebrity', 'will', 'talk', 'about', 'their', 'favorite', 'city', 'and', 'what', 'they', 'like', 'to', 'do', 'there', ',', 'where', 'they', 'like', 'to', 'eat', 'and', 'stay', '.')"	(19, 14, 29, 21, 30, 1, 33, 2, 36, 28, 6, 8, 0, 20, 37, 34, 23, 18, 7, 15, 39, 5, 12, 9, 4, 26, 13, 32, 10, 16, 25, 24, 22, 38, 31, 27, 11, 35, 3, 17)	"('talk', 'feature', 'do', 'their', 'there', ""'m"", 'they', 'glad', 'eat', 'to', 'american', ""'"", 'I', 'about', 'and', 'like', 'city', 'will', 'airlines', 'where', '.', ':', 'a', 'inflight', 'asked', 'they', 'regular', 'where', 'magazine', 'a', 'what', 'and', 'favorite', 'stay', ',', 'like', 'runs', 'to', 'you', 'celebrity')"	8.0	True
eat	eating	You're eating breakfast and it's half past 3!!	37700	14	2	"('You', ""'re"", 'eating', 'breakfast', 'and', 'it', ""'s"", 'half', 'past', '3', '!', '!')"	(9, 10, 4, 6, 11, 2, 0, 3, 8, 1, 5, 7)	"('3', '!', 'and', ""'s"", '!', 'eating', 'You', 'breakfast', 'past', ""'re"", 'it', 'half')"	5.0	True
eat	eat	she's a gurl,not good ler.so went to 7-11 to eat cup noodles for b-fast.class starts at 12,but reach skool at 9,so went to find an empty class,on the air-cond n study n discuss some work with pin jack.	36688	4	14	"('she', ""'s"", 'a', 'gurl', ',', 'not', 'good', 'ler.so', 'went', 'to', '7', '-', '11', 'to', 'eat', 'cup', 'noodles', 'for', 'b-fast.class', 'starts', 'at', '12,but', 'reach', 'skool', 'at', '9,so', 'went', 'to', 'find', 'an', 'empty', 'class', ',', 'on', 'the', 'air', '-', 'cond', 'n', 'study', 'n', 'discuss', 'some', 'work', 'with', 'pin', 'jack', '.')"	(27, 4, 6, 32, 38, 18, 2, 39, 3, 5, 23, 22, 26, 1, 34, 33, 16, 40, 8, 31, 11, 20, 28, 14, 36, 9, 24, 10, 17, 44, 29, 25, 47, 15, 45, 7, 12, 41, 0, 19, 21, 43, 30, 13, 35, 42, 46, 37)	"('to', ',', 'good', ',', 'n', 'b-fast.class', 'a', 'study', 'gurl', 'not', 'skool', 'reach', 'went', ""'s"", 'the', 'on', 'noodles', 'n', 'went', 'class', '-', 'at', 'find', 'eat', '-', 'to', 'at', '7', 'for', 'with', 'an', '9,so', '.', 'cup', 'pin', 'ler.so', '11', 'discuss', 'she', 'starts', '12,but', 'work', 'empty', 'to', 'air', 'some', 'jack', 'cond')"	23.0	True
eat	eat	Waiting for abby to return from her 'art of living class' so we can go home and eat food.	23491	4	19	"('Waiting', 'for', 'abby', 'to', 'return', 'from', 'her', ""'"", 'art', 'of', 'living', 'class', ""'"", 'so', 'we', 'can', 'go', 'home', 'and', 'eat', 'food', '.')"	(11, 1, 21, 15, 20, 10, 2, 19, 7, 12, 16, 6, 14, 5, 3, 4, 9, 13, 18, 17, 8, 0)	"('class', 'for', '.', 'can', 'food', 'living', 'abby', 'eat', ""'"", ""'"", 'go', 'her', 'we', 'from', 'to', 'return', 'of', 'so', 'and', 'home', 'art', 'Waiting')"	7.0	True
eat	eaten	After we left the gym, fernand mentioned he hadn't eaten dinner yet and wanted to 'eat something sensible.'...	15577	4	11	"('After', 'we', 'left', 'the', 'gym', ',', 'fernand', 'mentioned', 'he', 'had', ""n't"", 'eaten', 'dinner', 'yet', 'and', 'wanted', 'to', ""'"", 'eat', 'something', 'sensible', '.', ""'"", '...')"	(22, 3, 7, 9, 12, 19, 8, 2, 6, 11, 0, 10, 20, 14, 13, 18, 16, 1, 21, 23, 15, 17, 4, 5)	"(""'"", 'the', 'mentioned', 'had', 'dinner', 'something', 'he', 'left', 'fernand', 'eaten', 'After', ""n't"", 'sensible', 'and', 'yet', 'eat', 'to', 'we', '.', '...', 'wanted', ""'"", 'gym', ',')"	9.0	True
eat	eating	Who wants to huddle together underground eating canned spam?	2	15	6	('Who', 'wants', 'to', 'huddle', 'together', 'underground', 'eating', 'canned', 'spam', '?')	(5, 1, 6, 8, 4, 9, 2, 7, 3, 0)	('underground', 'wants', 'eating', 'spam', 'together', '?', 'to', 'canned', 'huddle', 'Who')	2.0	True
eat	eat	my fren bring me there eat n go to c doctor.	32522	16	5	('my', 'fren', 'bring', 'me', 'there', 'eat', 'n', 'go', 'to', 'c', 'doctor', '.')	(5, 1, 3, 2, 4, 7, 10, 6, 9, 8, 11, 0)	('eat', 'fren', 'me', 'bring', 'there', 'go', 'doctor', 'n', 'c', 'to', '.', 'my')	0.0	True
eat	ate	it was pathetic, we were having this lunch at polly's pies, surrounded by a roomful of of silver-haired, denture-ridden octogenarians, and it's safe to say that we were pretty much the most senile people there...except philip somehow managed to remember exactly and only what he ate at each party, and i remember only and exactly what i wore to each party.	24020	6	57	"('it', 'was', 'pathetic', ',', 'we', 'were', 'having', 'this', 'lunch', 'at', 'polly', ""'s"", 'pies', ',', 'surrounded', 'by', 'a', 'roomful', 'of', 'of', 'silver', '-', 'haired', ',', 'denture', '-', 'ridden', 'octogenarians', ',', 'and', 'it', ""'s"", 'safe', 'to', 'say', 'that', 'we', 'were', 'pretty', 'much', 'the', 'most', 'senile', 'people', 'there', '...', 'except', 'philip', 'somehow', 'managed', 'to', 'remember', 'exactly', 'and', 'only', 'what', 'he', 'ate', 'at', 'each', 'party', ',', 'and', 'i', 'remember', 'only', 'and', 'exactly', 'what', 'i', 'wore', 'to', 'each', 'party', '.')"	(52, 16, 40, 70, 42, 69, 20, 11, 4, 51, 56, 33, 9, 39, 38, 37, 72, 26, 53, 62, 58, 47, 1, 8, 54, 18, 71, 34, 28, 73, 7, 46, 6, 21, 27, 31, 63, 10, 0, 3, 66, 35, 61, 65, 57, 49, 74, 48, 41, 59, 43, 68, 14, 44, 15, 36, 29, 60, 23, 5, 25, 50, 17, 45, 32, 24, 30, 19, 67, 12, 13, 22, 55, 64, 2)	"('exactly', 'a', 'the', 'wore', 'senile', 'i', 'silver', ""'s"", 'we', 'remember', 'he', 'to', 'at', 'much', 'pretty', 'were', 'each', 'ridden', 'and', 'and', 'at', 'philip', 'was', 'lunch', 'only', 'of', 'to', 'say', ',', 'party', 'this', 'except', 'having', '-', 'octogenarians', ""'s"", 'i', 'polly', 'it', ',', 'and', 'that', ',', 'only', 'ate', 'managed', '.', 'somehow', 'most', 'each', 'people', 'what', 'surrounded', 'there', 'by', 'we', 'and', 'party', ',', 'were', '-', 'to', 'roomful', '...', 'safe', 'denture', 'it', 'of', 'exactly', 'pies', ',', 'haired', 'what', 'remember', 'pathetic')"	44.0	True
eat	eat	but it was good to be with akri then we went to eat at newport and ordered a big cake athat tasted really good	35642	5	12	('but', 'it', 'was', 'good', 'to', 'be', 'with', 'akri', 'then', 'we', 'went', 'to', 'eat', 'at', 'newport', 'and', 'ordered', 'a', 'big', 'cake', 'athat', 'tasted', 'really', 'good')	(22, 8, 14, 17, 21, 15, 0, 23, 6, 10, 19, 9, 5, 18, 20, 7, 13, 3, 1, 11, 16, 2, 4, 12)	('really', 'then', 'newport', 'a', 'tasted', 'and', 'but', 'good', 'with', 'went', 'cake', 'we', 'be', 'big', 'athat', 'akri', 'at', 'good', 'it', 'to', 'ordered', 'was', 'to', 'eat')	23.0	True
eat	ate	My dad made a poem about my turtle (he ate a moth yesterday):	25309	0	10	('My', 'dad', 'made', 'a', 'poem', 'about', 'my', 'turtle', '(', 'he', 'ate', 'a', 'moth', 'yesterday', '):')	(3, 0, 14, 7, 10, 4, 13, 1, 11, 9, 2, 12, 6, 8, 5)	('a', 'My', '):', 'turtle', 'ate', 'poem', 'yesterday', 'dad', 'a', 'he', 'made', 'moth', 'my', '(', 'about')	4.0	True
eat	ate	We went back, ate dinner, and finally got to joann's house 30 minutes late.	20937	20	4	"('We', 'went', 'back', ',', 'ate', 'dinner', ',', 'and', 'finally', 'got', 'to', 'joann', ""'s"", 'house', '30', 'minutes', 'late', '.')"	(15, 3, 1, 13, 7, 9, 0, 16, 5, 14, 17, 10, 12, 11, 6, 4, 8, 2)	"('minutes', ',', 'went', 'house', 'and', 'got', 'We', 'late', 'dinner', '30', '.', 'to', ""'s"", 'joann', ',', 'ate', 'finally', 'back')"	15.0	True
eat	eat	Do not finish torts until 6:00 p.m.  eat dinner.	13332	11	8	('Do', 'not', 'finish', 'torts', 'until', '6:00', 'p.m.', ' ', 'eat', 'dinner', '.')	(6, 8, 0, 10, 5, 3, 7, 9, 2, 1, 4)	('p.m.', 'eat', 'Do', '.', '6:00', 'torts', ' ', 'dinner', 'finish', 'not', 'until')	1.0	True
eat	eating	I walk through the grocery store and think, 'i don't want any of this.'  (note: i am eating enough, i'm just not enjoying it.	34382	6	25	"('I', 'walk', 'through', 'the', 'grocery', 'store', 'and', 'think', ',', ""'"", 'i', 'do', ""n't"", 'want', 'any', 'of', 'this', '.', ""'"", ' ', '(', 'note', ':', 'i', 'am', 'eating', 'enough', ',', 'i', ""'m"", 'just', 'not', 'enjoying', 'it', '.')"	(33, 30, 28, 19, 11, 3, 8, 6, 10, 1, 23, 21, 26, 14, 15, 4, 31, 25, 32, 16, 18, 7, 17, 2, 24, 29, 13, 9, 0, 12, 27, 20, 34, 22, 5)	"('it', 'just', 'i', ' ', 'do', 'the', ',', 'and', 'i', 'walk', 'i', 'note', 'enough', 'any', 'of', 'grocery', 'not', 'eating', 'enjoying', 'this', ""'"", 'think', '.', 'through', 'am', ""'m"", 'want', ""'"", 'I', ""n't"", ',', '(', '.', ':', 'store')"	17.0	True
eat	eat	The fat pussy cat didn't eat anything, he's probably on a diet or something.	21843	36	6	"('The', 'fat', 'pussy', 'cat', 'did', ""n't"", 'eat', 'anything', ',', 'he', ""'s"", 'probably', 'on', 'a', 'diet', 'or', 'something', '.')"	(11, 5, 10, 6, 17, 13, 12, 0, 4, 2, 1, 16, 3, 14, 9, 15, 7, 8)	"('probably', ""n't"", ""'s"", 'eat', '.', 'a', 'on', 'The', 'did', 'pussy', 'fat', 'something', 'cat', 'diet', 'he', 'or', 'anything', ',')"	3.0	True
eat	ate	so we went there and went out to eat at bilbos, which is where my parents ate all the time when they were in college, and its a lord of the rings themed pizza place, they had awesome pizza.	36013	8	17	('so', 'we', 'went', 'there', 'and', 'went', 'out', 'to', 'eat', 'at', 'bilbos', ',', 'which', 'is', 'where', 'my', 'parents', 'ate', 'all', 'the', 'time', 'when', 'they', 'were', 'in', 'college', ',', 'and', 'its', 'a', 'lord', 'of', 'the', 'rings', 'themed', 'pizza', 'place', ',', 'they', 'had', 'awesome', 'pizza', '.')	(29, 35, 26, 2, 42, 41, 16, 17, 1, 4, 13, 32, 14, 24, 40, 0, 5, 6, 3, 33, 28, 39, 36, 10, 7, 18, 15, 31, 22, 23, 9, 34, 25, 11, 37, 30, 12, 20, 19, 8, 38, 27, 21)	('a', 'pizza', ',', 'went', '.', 'pizza', 'parents', 'ate', 'we', 'and', 'is', 'the', 'where', 'in', 'awesome', 'so', 'went', 'out', 'there', 'rings', 'its', 'had', 'place', 'bilbos', 'to', 'all', 'my', 'of', 'they', 'were', 'at', 'themed', 'college', ',', ',', 'lord', 'which', 'time', 'the', 'eat', 'they', 'and', 'when')	7.0	True
eat	eat	I eat a few pieces and watch the crowd, wondering how many more bad first dates are going on.	30309	55	1	('I', 'eat', 'a', 'few', 'pieces', 'and', 'watch', 'the', 'crowd', ',', 'wondering', 'how', 'many', 'more', 'bad', 'first', 'dates', 'are', 'going', 'on', '.')	(1, 17, 3, 16, 10, 20, 7, 5, 0, 11, 19, 18, 8, 6, 9, 15, 14, 2, 12, 13, 4)	('eat', 'are', 'few', 'dates', 'wondering', '.', 'the', 'and', 'I', 'how', 'on', 'going', 'crowd', 'watch', ',', 'first', 'bad', 'a', 'many', 'more', 'pieces')	0.0	True
eat	eat	I want to go home right now and eat it again.	12183	4	8	('I', 'want', 'to', 'go', 'home', 'right', 'now', 'and', 'eat', 'it', 'again', '.')	(6, 7, 1, 8, 3, 9, 4, 0, 2, 5, 11, 10)	('now', 'and', 'want', 'eat', 'go', 'it', 'home', 'I', 'to', 'right', '.', 'again')	3.0	True
eat	eating	And i just kept eating.	33380	2	4	('And', 'i', 'just', 'kept', 'eating', '.')	(1, 3, 4, 2, 5, 0)	('i', 'kept', 'eating', 'just', '.', 'And')	2.0	True
eat	eat	Anyways when i woke up, my mom told me we were going with her family to eat at the melting pot downtown.	22867	4	17	('Anyways', 'when', 'i', 'woke', 'up', ',', 'my', 'mom', 'told', 'me', 'we', 'were', 'going', 'with', 'her', 'family', 'to', 'eat', 'at', 'the', 'melting', 'pot', 'downtown', '.')	(15, 21, 20, 9, 3, 19, 8, 5, 2, 10, 13, 6, 17, 1, 7, 0, 22, 4, 16, 18, 23, 12, 11, 14)	('family', 'pot', 'melting', 'me', 'woke', 'the', 'told', ',', 'i', 'we', 'with', 'my', 'eat', 'when', 'mom', 'Anyways', 'downtown', 'up', 'to', 'at', '.', 'going', 'were', 'her')	12.0	True
eat	eating	I am not an animal lover, i have no problems with eating meat, nor with eating meat from animals who spent their sad lives in a little cage.	30302	12	17	('I', 'am', 'not', 'an', 'animal', 'lover', ',', 'i', 'have', 'no', 'problems', 'with', 'eating', 'meat', ',', 'nor', 'with', 'eating', 'meat', 'from', 'animals', 'who', 'spent', 'their', 'sad', 'lives', 'in', 'a', 'little', 'cage', '.')	(21, 18, 6, 20, 7, 12, 4, 29, 17, 13, 25, 8, 16, 30, 24, 5, 19, 26, 0, 28, 1, 9, 2, 10, 27, 22, 23, 14, 3, 15, 11)	('who', 'meat', ',', 'animals', 'i', 'eating', 'animal', 'cage', 'eating', 'meat', 'lives', 'have', 'with', '.', 'sad', 'lover', 'from', 'in', 'I', 'little', 'am', 'no', 'not', 'problems', 'a', 'spent', 'their', ',', 'an', 'nor', 'with')	8.0	True
eat	eat	The plan: to eat, drink and be merry! - on sunday i have a movie pass for a new movie that will be released soon.	4329	29	4	('The', 'plan', ':', 'to', 'eat', ',', 'drink', 'and', 'be', 'merry', '!', '-', 'on', 'sunday', 'i', 'have', 'a', 'movie', 'pass', 'for', 'a', 'new', 'movie', 'that', 'will', 'be', 'released', 'soon', '.')	(28, 22, 16, 27, 8, 15, 7, 2, 10, 9, 1, 11, 17, 4, 3, 26, 23, 24, 25, 18, 14, 6, 19, 0, 12, 13, 21, 20, 5)	('.', 'movie', 'a', 'soon', 'be', 'have', 'and', ':', '!', 'merry', 'plan', '-', 'movie', 'eat', 'to', 'released', 'that', 'will', 'be', 'pass', 'i', 'drink', 'for', 'The', 'on', 'sunday', 'new', 'a', ',')	13.0	True
eat	eat	life gole  to be able to eat some thing without paying for it to live some were so he can sleep and to have a shit load of computers so he can fuck up the 'world wide web baby' and to get laid before he dies 'same goes for me	33611	26	7	"('life', 'gole', ' ', 'to', 'be', 'able', 'to', 'eat', 'some', 'thing', 'without', 'paying', 'for', 'it', 'to', 'live', 'some', 'were', 'so', 'he', 'can', 'sleep', 'and', 'to', 'have', 'a', 'shit', 'load', 'of', 'computers', 'so', 'he', 'can', 'fuck', 'up', 'the', ""'"", 'world', 'wide', 'web', 'baby', ""'"", 'and', 'to', 'get', 'laid', 'before', 'he', 'dies', ""'"", 'same', 'goes', 'for', 'me')"	(6, 30, 1, 14, 9, 0, 28, 27, 45, 10, 34, 21, 51, 2, 35, 17, 32, 50, 23, 47, 18, 26, 52, 13, 12, 16, 4, 41, 48, 36, 3, 44, 15, 43, 49, 8, 5, 19, 11, 46, 29, 53, 22, 7, 37, 25, 39, 24, 38, 20, 40, 33, 31, 42)	"('to', 'so', 'gole', 'to', 'thing', 'life', 'of', 'load', 'laid', 'without', 'up', 'sleep', 'goes', ' ', 'the', 'were', 'can', 'same', 'to', 'he', 'so', 'shit', 'for', 'it', 'for', 'some', 'be', ""'"", 'dies', ""'"", 'to', 'get', 'live', 'to', ""'"", 'some', 'able', 'he', 'paying', 'before', 'computers', 'me', 'and', 'eat', 'world', 'a', 'web', 'have', 'wide', 'can', 'baby', 'fuck', 'he', 'and')"	43.0	True
