,lemma,verb form,percent as verb,percent as propn,Count as verb,Sentence,Doc index,Sent index,index of verb,tokenized sentence,total open class,BERT tag,BERT replacements,entropy,%OPENCLASS,POS PREDICTIONS,ROBERTA REPLACEMENTS
54,idea,idea,0.0011730205278592,0.0079178885630498,4,If RAGBRAI sounds like you idea of a good time check it out.,37873,31,5,"('If', 'RAGBRAI', 'sounds', 'like', 'you', 'idea', 'of', 'a', 'good', 'time', 'check', 'it', 'out', '.')",3410.0,VERB,"['think', 'thought', 'kind', 'are', 'dream']",0.0797477750033531,1.0,VERB,"['dream', 'think', 'kind', 'want', 'need']"
55,idea,idea,0.0011730205278592,0.0079178885630498,4,"Not sure what I'm going to do here yet, but one I idea I have tossed around is having Ash play bass over this part for a different feel.",8670,4,14,"('Not', 'sure', 'what', 'I', ""'m"", 'going', 'to', 'do', 'here', 'yet', ',', 'but', 'one', 'I', 'idea', 'I', 'have', 'tossed', 'around', 'is', 'having', 'Ash', 'play', 'bass', 'over', 'this', 'part', 'for', 'a', 'different', 'feel', '.')",3410.0,PRON,"['think', 'know', 'realize', 'feel', 'guess']",0.0797477750033531,1.0,PRON,"['think', 'thought', 'guess', 'know', 'idea']"
56,idea,idea,0.0011730205278592,0.0079178885630498,4,"I've actually been journaling and reveling in the anonymity for awhile on this blog and others, but reading Jared's blog last week convinced me that the whole I idea of *linked* texts created a much more substantial, important way of being in the cyberworld.",12563,2,31,"('I', ""'ve"", 'actually', 'been', 'journaling', 'and', 'reveling', 'in', 'the', 'anonymity', 'for', 'awhile', 'on', 'this', 'blog', 'and', 'others', ',', 'but', 'reading', 'Jared', ""'s"", 'blog', 'last', 'week', 'convinced', 'me', 'that', 'the', 'whole', 'I', 'idea', 'of', '*', 'linked', '*', 'texts', 'created', 'a', 'much', 'more', 'substantial', ',', 'important', 'way', 'of', 'being', 'in', 'the', 'cyberworld', '.')",3410.0,PRON,"['##deariadMQ', 'list']",0.0797477750033531,1.0,PRON,"['DEA', 'con', 'vy', 'TEM', 'dle']"
57,role,role,0.0071942446043165,0.0017985611510791,4,i hear from some i care too much...that i need to go w/ the flow and just let things role off my back...that i let things get to me too easily,1342,4,21,"('i', 'hear', 'from', 'some', 'i', 'care', 'too', 'much', '...', 'that', 'i', 'need', 'to', 'go', 'w/', 'the', 'flow', 'and', 'just', 'let', 'things', 'role', 'off', 'my', 'back', '...', 'that', 'i', 'let', 'things', 'get', 'to', 'me', 'too', 'easily')",556.0,VERB,"['get', 'go', 'slide', 'roll', 'slip']",0.080531741387702,1.0,VERB,"['fall', 'roll', 'get', 'slide', 'slip']"
58,role,Role,0.0071942446043165,0.0017985611510791,4,"Role Playing Game,",11591,15,0,"('Role', 'Playing', 'Game', ',')",556.0,DET,"['Role', 'The', 'Game', 'A', 'No']",0.080531741387702,1.0,PROPN,"['Free', 'Long', 'Online', 'Board', '</s>']"
59,role,role,0.0071942446043165,0.0017985611510791,4,"American and British soldiers, albeit a minority of them have behaved terribly and individually they should be punished, but at the very top heads must role for these despicable war crimes.",15864,1,27,"('American', 'and', 'British', 'soldiers', ',', 'albeit', 'a', 'minority', 'of', 'them', 'have', 'behaved', 'terribly', 'and', 'individually', 'they', 'should', 'be', 'punished', ',', 'but', 'at', 'the', 'very', 'top', 'heads', 'must', 'role', 'for', 'these', 'despicable', 'war', 'crimes', '.')",556.0,VERB,"['pay', 'suffer', 'answer', 'stand', 'compensate']",0.080531741387702,1.0,VERB,"['pay', 'suffer', 'die', 'account', 'answer']"
60,role,roling,0.0071942446043165,0.0017985611510791,4,"Peace and remember, keep those cards and letters roling in... mike@vinterus.com www.vinterus.com www.winerescue.com",21905,81,9,"('Peace', 'and', 'remember', ',', 'keep', 'those', 'cards', 'and', 'letters', 'roling', 'in', '...', 'mike@vinterus.com', 'www.vinterus.com', 'www.winerescue.com')",556.0,VERB,"['tucked', 'locked', 'filled', 'written', 'buried']",0.080531741387702,1.0,VERB,"['coming', 'going', 'all', 'sent', 'posted']"
61,mga,mga,0.0044642857142857,0.9910714285714286,1,"Buti pa sila, may mga one-liner, ako talaga, wala.",15783,26,5,"('Buti', 'pa', 'sila', ',', 'may', 'mga', 'one', '-', 'liner', ',', 'ako', 'talaga', ',', 'wala', '.')",224.0,SYM,"['##iaou,']",0.0825320545141954,1.0,VERB,"['maging', 'ako', 'may', 'lang', 'ka']"
62,ticket,ticketed,0.0026212319790301,0.0065530799475753,2,"But if you are going to have a multi-tiered ticketed event, with multiple banks of metal detectors, individual searches of attendees, even to the extent of not allowing umbrellas into the rally, then YOU HAD BETTER DO IT FOR ALL THE ATTENDEES.",34071,8,11,"('But', 'if', 'you', 'are', 'going', 'to', 'have', 'a', 'multi', '-', 'tiered', 'ticketed', 'event', ',', 'with', 'multiple', 'banks', 'of', 'metal', 'detectors', ',', 'individual', 'searches', 'of', 'attendees', ',', 'even', 'to', 'the', 'extent', 'of', 'not', 'allowing', 'umbrellas', 'into', 'the', 'rally', ',', 'then', 'YOU', 'HAD', 'BETTER', 'DO', 'IT', 'FOR', 'ALL', 'THE', 'ATTENDEES', '.')",763.0,NOUN,"['search', 'security', 'media', 'police', 'social']",0.0831868049137338,1.0,NOUN,"['security', 'police', 'safety', 'rally', 'enforcement']"
63,ticket,ticketed,0.0026212319790301,0.0065530799475753,2,"Last week we were out cycling, and I got ticketed for not wearing a helmet.",17828,1,10,"('Last', 'week', 'we', 'were', 'out', 'cycling', ',', 'and', 'I', 'got', 'ticketed', 'for', 'not', 'wearing', 'a', 'helmet', '.')",763.0,VERB,"['arrested', 'kicked', 'fired', 'expelled', 'disqualified']",0.0831868049137338,1.0,VERB,"['hit', 'called', 'caught', 'mad', 'shot']"
64,tim,tims,0.0030487804878048,0.9908536585365854,1,People that point to their wrist and ask 'what tims is it?'  Are you wearing a fucking invisible watch that I can't see??,10499,3,10,"('People', 'that', 'point', 'to', 'their', 'wrist', 'and', 'ask', ""'"", 'what', 'tims', 'is', 'it', '?', ""'"", ' ', 'Are', 'you', 'wearing', 'a', 'fucking', 'invisible', 'watch', 'that', 'I', 'ca', ""n't"", 'see', '?', '?')",328.0,NOUN,"['time', 'day', 'hour', 'minute', 'year']",0.0834783153722286,1.0,NOUN,"['time', 'watch', 'day', 'year', 'date']"
65,creature,creatures,0.0045454545454545,0.0045454545454545,1,"You are all idiots, and I would gladly light the match that burns whatever back alley building you creatures infest to the ground.",29008,3,19,"('You', 'are', 'all', 'idiots', ',', 'and', 'I', 'would', 'gladly', 'light', 'the', 'match', 'that', 'burns', 'whatever', 'back', 'alley', 'building', 'you', 'creatures', 'infest', 'to', 'the', 'ground', '.')",220.0,AUX,"['can', 'will', 'might', 'may', 'could']",0.0837952462457052,1.0,AUX,"['guys', 'can', 'all', 'could', 'may']"
66,extent,extent,0.0105263157894736,0.0,2,The betting station even extent the operating hours to 2am!,31442,3,4,"('The', 'betting', 'station', 'even', 'extent', 'the', 'operating', 'hours', 'to', '2', 'am', '!')",190.0,VERB,"['increased', 'extended', 'reduced', 'raised', 'changed']",0.084262428776233,1.0,VERB,"['increased', 'changed', 'extend', 'raised', 'moved']"
67,extent,extent,0.0105263157894736,0.0,2,"I decided to extent my search through the www (thanks to my friend Noufal, who incidentally had made arrangements for my transportation as well by gifting me his bike).",23774,27,3,"('I', 'decided', 'to', 'extent', 'my', 'search', 'through', 'the', 'www', '(', 'thanks', 'to', 'my', 'friend', 'Noufal', ',', 'who', 'incidentally', 'had', 'made', 'arrangements', 'for', 'my', 'transportation', 'as', 'well', 'by', 'gifting', 'me', 'his', 'bike', ')', '.')",190.0,VERB,"['continue', 'run', 'pursue', 'take', 'carry']",0.084262428776233,1.0,VERB,"['do', 'start', 'conduct', 'continue', 'begin']"
68,packet,packet,0.0106382978723404,0.0,1,The room is so packet up with chairs theres no room for skanking/moshing.,32591,58,4,"('The', 'room', 'is', 'so', 'packet', 'up', 'with', 'chairs', 'there', 's', 'no', 'room', 'for', 'skanking', '/', 'moshing', '.')",94.0,VERB,"['packed', 'filled', 'made', 'set', 'wrapped']",0.0849955598367126,1.0,VERB,"['filled', 'lit', 'set', 'taken', 'full']"
69,friends,fRiEnDs,0.0106382978723404,0.9893617021276596,1,"*LiFe TaKeS uR DrEaMz & tUrNs thEm UpSiDe DoWn , fRiEnDs TaLk bOuT u",18512,1011,11,"('*', 'LiFe', 'TaKeS', 'uR', 'DrEaMz', '&', 'tUrNs', 'thEm', 'UpSiDe', 'DoWn', ',', 'fRiEnDs', 'TaLk', 'bOuT', 'u')",94.0,CCONJ,"['*', '&', 'and', '@', '#']",0.0849955598367126,1.0,CCONJ,"['&', ',', 'and', 'or', 'a']"
70,lauren,laurens,0.0106951871657754,0.9893048128342246,2,laurens,29931,32,0,"('laurens',)",187.0,PUNCT,"['.', '""', ';?', ""'""]",0.085367346542622,1.0,VERB,"['ลืมรหัสผ่าน', 'สมัครสมาชิก', 'เกี่ยวกับเรา', 'ร่วมงานกับเรา', 'พฤศจิกายน']"
71,lauren,laurens,0.0106951871657754,0.9893048128342246,2,and we liekd kalled up lauren n she sed she was on teh fone with megan then we kalled megan 4 sum shits n giggles and tehn we kalled laurens,21954,12,29,"('and', 'we', 'liekd', 'kalled', 'up', 'lauren', 'n', 'she', 'sed', 'she', 'was', 'on', 'teh', 'fone', 'with', 'megan', 'then', 'we', 'kalled', 'megan', '4', 'sum', 'shits', 'n', 'giggles', 'and', 'tehn', 'we', 'kalled', 'laurens')",187.0,PUNCT,"['.!', ';?...']",0.085367346542622,1.0,PRON,"['her', '.', 'up', 'back', '</s>']"
72,distraction,distractions,0.0108695652173913,0.0,1,Distractions ... distractions all distractions to my destiny.,36580,60,2,"('Distractions', '...', 'distractions', 'all', 'distractions', 'to', 'my', 'destiny', '.')",92.0,AUX,"['are', 'were', 'Are,', 'Were']",0.0865042141213459,1.0,CCONJ,"['.', 'and', 'are', 'and', 'but']"
73,jim,jims,0.0047393364928909,0.990521327014218,1,im a whore jims a whore and toms a slag but your not a whore.,3822,8,4,"('i', 'm', 'a', 'whore', 'jims', 'a', 'whore', 'and', 'toms', 'a', 'slag', 'but', 'your', 'not', 'a', 'whore', '.')",211.0,CCONJ,"['and,', 'not', 'of', 'is']",0.0867955934232775,1.0,CCONJ,"['and', ',', 'is', 'but', 'not']"
74,marten,martens,0.0032467532467532,0.9902597402597404,1,"lol, seriously, you guys are so weird for those who dont know me i am martens hot ^.~.",27729,1,18,"('lol', ',', 'seriously', ',', 'you', 'guys', 'are', 'so', 'weird', 'for', 'those', 'who', 'do', 'nt', 'know', 'me', 'i', 'am', 'martens', 'hot', '^.~.')",308.0,ADV,"['so', 'not', 'too', 'really', '-']",0.0880107066126746,1.0,ADV,"['so', 'really', 'pretty', 'very', 'super']"
75,familiar,familiar,0.003003003003003,0.003003003003003,1,"a story revolving around love, around revenge, around truth and the way things should be... a story with your all to familiar happy ever after.",38637,8,24,"('a', 'story', 'revolving', 'around', 'love', ',', 'around', 'revenge', ',', 'around', 'truth', 'and', 'the', 'way', 'things', 'should', 'be', '...', 'a', 'story', 'with', 'your', 'all', 'to', 'familiar', 'happy', 'ever', 'after', '.')",333.0,DET,"['be', 'the', 'your', 'a', 'our']",0.0884284250258591,0.997005988023952,DET,"['a', 'be', 'the', 'end', 'have']"
76,crowded,crowded,0.0113636363636363,0.0,1,O_o  campus is way to crowded now.,14529,11,6,"('O_o', ' ', 'campus', 'is', 'way', 'to', 'crowded', 'now', '.')",88.0,NOUN,"['go', 'be', 'hell', 'campus', 'heaven']",0.0897033897868499,1.0,ADJ,"['big', 'small', 'close', 'far', 'busy']"
77,ross,ROSS,0.0113636363636363,0.9886363636363636,1,ROSS AND RACHEL ARE TOGETHER FOREVER!!!!!!!!,23196,12,0,"('ROSS', 'AND', 'RACHEL', 'ARE', 'TOGETHER', 'FOREVER', '!', '!', '!', '!', '!', '!', '!', '!')",88.0,PRON,"['YOU....', 'I!']",0.0897033897868499,1.0,PROPN,"['YOU', 'ME', 'I', 'AJ', 'JOHN']"
78,patience,patience,0.0114285714285714,0.0,2,I don't think I have to patience to write a whole book though.,5397,3,7,"('I', 'do', ""n't"", 'think', 'I', 'have', 'to', 'patience', 'to', 'write', 'a', 'whole', 'book', 'though', '.')",175.0,VERB,"['wait', 'try', 'agree', 'want', 'have']",0.0901214925114524,1.0,VERB,"['wait', 'try', 'have', 'learn', 'want']"
79,patience,Patience,0.0114285714285714,0.0,2,Patience my child.,18374,31,0,"('Patience', 'my', 'child', '.')",175.0,ADP,"['For', 'And', 'To', 'Not', 'Take']",0.0901214925114524,1.0,INTJ,"['Till', 'Oh', 'For', 'Hej', 'För']"
80,rachel,rachels,0.0067567567567567,0.9898648648648648,2,grin* rachel  seal   the   sin (9:10:41 PM): like she  seal   the   sin (9:10:48 PM): cuz rachels a nice kid  really?,5336,2,26,"('grin', '*', 'rachel', ' ', 'seal', '  ', 'the', '  ', 'sin', '(', '9:10:41', 'PM', '):', 'like', 'she', ' ', 'seal', '  ', 'the', '  ', 'sin', '(', '9:10:48', 'PM', '):', 'cuz', 'rachels', 'a', 'nice', 'kid', ' ', 'really', '?')",296.0,PRON,"['is', 'what', 'you', 'not', 'such']",0.0909947225690895,1.0,PRON,"['its', 'she', 'is', 'im', 'your']"
81,rachel,rachels,0.0067567567567567,0.9898648648648648,2,well then after my lesson i had to wait for Rachel cause people were there t try Spider (rachels old horse) and then Kate asked me to work her shift (3-end) wich probly earned me bout 5 Dollars!!!!!!!!!!!!,14411,16,19,"('well', 'then', 'after', 'my', 'lesson', 'i', 'had', 'to', 'wait', 'for', 'Rachel', 'cause', 'people', 'were', 'there', 't', 'try', 'Spider', '(', 'rachels', 'old', 'horse', ')', 'and', 'then', 'Kate', 'asked', 'me', 'to', 'work', 'her', 'shift', '(', '3', '-', 'end', ')', 'wich', 'probly', 'earned', 'me', 'bout', '5', 'Dollars', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!')",296.0,DET,"['an', 'the', 'my', 'her', 'that']",0.0909947225690895,1.0,DET,"['an', 'the', 'my', 'her', 'the']"
82,insight,INSIGHT,0.0116279069767441,0.0,2,LOL after 15 more mins jo came bak..NOT WITH POPCORN INSIGHT!!!!!!!,3783,18,12,"('LOL', 'after', '15', 'more', 'mins', 'jo', 'came', 'bak', '..', 'NOT', 'WITH', 'POPCORN', 'INSIGHT', '!', '!', '!', '!', '!', '!', '!')",172.0,PUNCT,['!.Y?K'],0.0914016201473927,1.0,PUNCT,"['!', '!', '!!', '!!!', '..']"
83,insight,insights,0.0116279069767441,0.0,2,We are setting up this blog as a fast way to get Birkman Method insights up on the web for our clients.,35648,0,14,"('We', 'are', 'setting', 'up', 'this', 'blog', 'as', 'a', 'fast', 'way', 'to', 'get', 'Birkman', 'Method', 'insights', 'up', 'on', 'the', 'web', 'for', 'our', 'clients', '.')",172.0,ADV,"['##sed', 'back', 'Back', 'set']",0.0914016201473927,1.0,VERB,"['s', 'information', 'Information', 'Training', 'info']"
84,jimmy,jimmying,0.0034013605442176,0.9897959183673468,1,i should write out a hundred times: 'never again will i harass my students for jimmying their fonts and margins'!,17818,2,17,"('i', 'should', 'write', 'out', 'a', 'hundred', 'times', ':', ""'"", 'never', 'again', 'will', 'i', 'harass', 'my', 'students', 'for', 'jimmying', 'their', 'fonts', 'and', 'margins', ""'"", '!')",294.0,VERB,"['stealing', 'changing', 'using', 'destroying', 'cutting']",0.0915134169917705,1.0,VERB,"['changing', 'using', 'choosing', 'reading', 'checking']"
85,difference,difference,0.0026315789473684,0.0078947368421052,2,There is a gender divide and difference no doubt.,18150,39,6,"('There', 'is', 'a', 'gender', 'divide', 'and', 'difference', 'no', 'doubt', '.')",760.0,VERB,"['inequality', 'that,', 'poverty', 'divide']",0.0928021985073817,1.0,VERB,"['race', 'there', 'that', 'conflict', 'division']"
86,difference,difference,0.0026315789473684,0.0078947368421052,2,"Those few are the ones that difference us from ants, they don't walk in one direction and fuck everyone who is on their way.",32620,16,6,"('Those', 'few', 'are', 'the', 'ones', 'that', 'difference', 'us', 'from', 'ants', ',', 'they', 'do', ""n't"", 'walk', 'in', 'one', 'direction', 'and', 'fuck', 'everyone', 'who', 'is', 'on', 'their', 'way', '.')",760.0,VERB,"['protect', 'save', 'keep', 'shield', 'saved']",0.0928021985073817,1.0,VERB,"['protect', 'save', 'separate', 'keep', 'tell']"
87,instance,instances,0.0035087719298245,0.0070175438596491,1,"Interestingly, considering today's accounts of life under slavery, authors Johnson and Roak report instances where free Negroes petitioned to be allowed to become slaves; this because they were unable to support themselves.",9805,69,16,"('Interestingly', ',', 'considering', 'today', ""'s"", 'accounts', 'of', 'life', 'under', 'slavery', ',', 'authors', 'Johnson', 'and', 'Roak', 'report', 'instances', 'where', 'free', 'Negroes', 'petitioned', 'to', 'be', 'allowed', 'to', 'become', 'slaves', ';', 'this', 'because', 'they', 'were', 'unable', 'to', 'support', 'themselves', '.')",285.0,NOUN,"['instances', 'cases', 'areas', 'situations', 'times']",0.0939287007136487,1.0,NOUN,"['cases', 'situations', 'places', 'stories', 'events']"
88,complicated,complicated,0.0052083333333333,0.0052083333333333,1,Way to complicated for me.,6139,3,2,"('Way', 'to', 'complicated', 'for', 'me', '.')",192.0,VERB,"['go', 'work', 'die', 'wait', 'do']",0.0939595549769889,1.0,VERB,"['late', 'much', 'good', 'cute', 'long']"
89,preference,preferences,0.0121951219512195,0.0,1,* made the tabs in the preferences XP correctly themed under Windows XP * revamped the Media Library preferences a bit * new experimental WMA9 input plugin * gen_jumpex updates from DrO * added 'Nuke library' action in Media Library * more upside down videos fixes * fixed crash if a plugin generated a pledit wm_windowposchanged on shutdown * fixed crash exploit in in_mod (thanks Peter Winter-Smith) *,35691,1,18,"('*', 'made', 'the', 'tabs', 'in', 'the', 'preferences', 'XP', 'correctly', 'themed', 'under', 'Windows', 'XP', '*', 'revamped', 'the', 'Media', 'Library', 'preferences', 'a', 'bit', '*', 'new', 'experimental', 'WMA9', 'input', 'plugin', '*', 'gen_jumpex', 'updates', 'from', 'DrO', '*', 'added', ""'"", 'Nuke', 'library', ""'"", 'action', 'in', 'Media', 'Library', '*', 'more', 'upside', 'down', 'videos', 'fixes', '*', 'fixed', 'crash', 'if', 'a', 'plugin', 'generated', 'a', 'pledit', 'wm_windowposchanged', 'on', 'shutdown', '*', 'fixed', 'crash', 'exploit', 'in', 'in_mod', '(', 'thanks', 'Peter', 'Winter', '-', 'Smith', ')', '*')",82.0,NOUN,"['code', 'by', 'just', 'name', 'version']",0.0950172456710763,1.0,NOUN,"['quite', 'interface', 'just', 'layout', 'design']"
90,consequence,consequences,0.0052910052910052,0.0052910052910052,1,The 3 products mentioned are the addends of my life equation which consequences to my answer.,26954,31,12,"('The', '3', 'products', 'mentioned', 'are', 'the', 'addends', 'of', 'my', 'life', 'equation', 'which', 'consequences', 'to', 'my', 'answer', '.')",189.0,VERB,"['lead', 'leads', 'led', 'contribute', 'add']",0.095209281369284,1.0,VERB,"['lead', 'led', 'contribute', 'add', 'points']"
91,sequence,sequenced,0.0123456790123456,0.0,1,"Contains sequence for practically every organism that has any DNA sequenced, protein sequences, scientific journal references, etc.",29060,21,10,"('Contains', 'sequence', 'for', 'practically', 'every', 'organism', 'that', 'has', 'any', 'DNA', 'sequenced', ',', 'protein', 'sequences', ',', 'scientific', 'journal', 'references', ',', 'etc', '.')",81.0,NOUN,"['sequence', 'sequences', 'genome', 'structure', 'strand']",0.0959704029958718,1.0,NOUN,"['structure', 'changes', 'code', 'variation', 'type']"
